d,a,e
6.599999999999965894e+00,8.500000000000000000e+01,-4.371703609363037657e+01
6.599999999999965894e+00,9.000000000000000000e+01,-4.371703611534725553e+01
6.599999999999965894e+00,9.500000000000000000e+01,-4.371703618924496482e+01
6.599999999999965894e+00,1.000000000000000000e+02,-4.371703641275502150e+01
6.599999999999965894e+00,1.050000000000000000e+02,-4.371703699059023762e+01
6.599999999999965894e+00,1.100000000000000000e+02,-4.371703821094275355e+01
6.599999999999965894e+00,1.150000000000000000e+02,-4.371704012387790783e+01
6.599999999999965894e+00,1.200000000000000000e+02,-4.371704163217991379e+01
6.599999999999965894e+00,1.250000000000000000e+02,-4.371703884763560666e+01
6.609999999999965681e+00,0.000000000000000000e+00,-4.371703605417836513e+01
6.609999999999965681e+00,5.000000000000000000e+00,-4.371703605272623605e+01
6.609999999999965681e+00,1.000000000000000000e+01,-4.371703605265202697e+01
6.609999999999965681e+00,1.500000000000000000e+01,-4.371703605254668190e+01
6.609999999999965681e+00,2.000000000000000000e+01,-4.371703605243216373e+01
6.609999999999965681e+00,2.500000000000000000e+01,-4.371703605234784362e+01
6.609999999999965681e+00,3.000000000000000000e+01,-4.371703605232295331e+01
6.609999999999965681e+00,3.500000000000000000e+01,-4.371703605239237334e+01
6.609999999999965681e+00,4.000000000000000000e+01,-4.371703605259031633e+01
6.609999999999965681e+00,4.500000000000000000e+01,-4.371703605293767936e+01
6.609999999999965681e+00,5.000000000000000000e+01,-4.371703605346009169e+01
6.609999999999965681e+00,5.500000000000000000e+01,-4.371703605416183791e+01
6.609999999999965681e+00,6.000000000000000000e+01,-4.371703605665491210e+01
6.609999999999965681e+00,6.500000000000000000e+01,-4.371703605773852530e+01
6.609999999999965681e+00,7.000000000000000000e+01,-4.371703605898035505e+01
6.609999999999965681e+00,7.500000000000000000e+01,-4.371703606044532364e+01
6.609999999999965681e+00,8.000000000000000000e+01,-4.371703606272672715e+01
6.609999999999965681e+00,8.500000000000000000e+01,-4.371703606875081505e+01
6.609999999999965681e+00,9.000000000000000000e+01,-4.371703608969324506e+01
6.609999999999965681e+00,9.500000000000000000e+01,-4.371703616130236014e+01
6.609999999999965681e+00,1.000000000000000000e+02,-4.371703637915027230e+01
6.609999999999965681e+00,1.050000000000000000e+02,-4.371703694590718925e+01
6.609999999999965681e+00,1.100000000000000000e+02,-4.371703815152621075e+01
6.609999999999965681e+00,1.150000000000000000e+02,-4.371704006010416776e+01
6.609999999999965681e+00,1.200000000000000000e+02,-4.371704160830468311e+01
6.609999999999965681e+00,1.250000000000000000e+02,-4.371703896652505250e+01
6.619999999999965468e+00,0.000000000000000000e+00,-4.371703602693592927e+01
6.619999999999965468e+00,5.000000000000000000e+00,-4.371703602554867274e+01
6.619999999999965468e+00,1.000000000000000000e+01,-4.371703602547590606e+01
6.619999999999965468e+00,1.500000000000000000e+01,-4.371703602537311895e+01
6.619999999999965468e+00,2.000000000000000000e+01,-4.371703602526393695e+01
6.619999999999965468e+00,2.500000000000000000e+01,-4.371703602517909815e+01
6.619999999999965468e+00,3.000000000000000000e+01,-4.371703602515586340e+01
6.619999999999965468e+00,3.500000000000000000e+01,-4.371703602521911591e+01
6.619999999999965468e+00,4.000000000000000000e+01,-4.371703602540840450e+01
6.619999999999965468e+00,4.500000000000000000e+01,-4.371703602573937530e+01
6.619999999999965468e+00,5.000000000000000000e+01,-4.371703602623274776e+01
6.619999999999965468e+00,5.500000000000000000e+01,-4.371703602690121215e+01
6.619999999999965468e+00,6.000000000000000000e+01,-4.371703602774606168e+01
6.619999999999965468e+00,6.500000000000000000e+01,-4.371703602875948036e+01
6.619999999999965468e+00,7.000000000000000000e+01,-4.371703603151692619e+01
6.619999999999965468e+00,7.500000000000000000e+01,-4.371703603292553453e+01
6.619999999999965468e+00,8.000000000000000000e+01,-4.371703603512302294e+01
6.619999999999965468e+00,8.500000000000000000e+01,-4.371703604091298700e+01
6.619999999999965468e+00,9.000000000000000000e+01,-4.371703606110534679e+01
6.619999999999965468e+00,9.500000000000000000e+01,-4.371703613049295711e+01
6.619999999999965468e+00,1.000000000000000000e+02,-4.371703634278987494e+01
6.619999999999965468e+00,1.050000000000000000e+02,-4.371703689858688335e+01
6.619999999999965468e+00,1.100000000000000000e+02,-4.371703808942656622e+01
6.619999999999965468e+00,1.150000000000000000e+02,-4.371703999309001176e+01
6.619999999999965468e+00,1.200000000000000000e+02,-4.371704157980175864e+01
6.619999999999965468e+00,1.250000000000000000e+02,-4.371703907812691625e+01
6.629999999999965254e+00,0.000000000000000000e+00,-4.371703599679891283e+01
6.629999999999965254e+00,5.000000000000000000e+00,-4.371703599547163321e+01
6.629999999999965254e+00,1.000000000000000000e+01,-4.371703599540133212e+01
6.629999999999965254e+00,1.500000000000000000e+01,-4.371703599530246720e+01
6.629999999999965254e+00,2.000000000000000000e+01,-4.371703599519602079e+01
6.629999999999965254e+00,2.500000000000000000e+01,-4.371703599511386074e+01
6.629999999999965254e+00,3.000000000000000000e+01,-4.371703599508934701e+01
6.629999999999965254e+00,3.500000000000000000e+01,-4.371703599514927419e+01
6.629999999999965254e+00,4.000000000000000000e+01,-4.371703599532700935e+01
6.629999999999965254e+00,4.500000000000000000e+01,-4.371703599564185083e+01
6.629999999999965254e+00,5.000000000000000000e+01,-4.371703599611192459e+01
6.629999999999965254e+00,5.500000000000000000e+01,-4.371703599674849983e+01
6.629999999999965254e+00,6.000000000000000000e+01,-4.371703599755390002e+01
6.629999999999965254e+00,6.500000000000000000e+01,-4.371703599852193634e+01
6.629999999999965254e+00,7.000000000000000000e+01,-4.371703599963939268e+01
6.629999999999965254e+00,7.500000000000000000e+01,-4.371703600096690678e+01
6.629999999999965254e+00,8.000000000000000000e+01,-4.371703600304964255e+01
6.629999999999965254e+00,8.500000000000000000e+01,-4.371703601020089991e+01
6.629999999999965254e+00,9.000000000000000000e+01,-4.371703602966728397e+01
6.629999999999965254e+00,9.500000000000000000e+01,-4.371703609689598125e+01
6.629999999999965254e+00,1.000000000000000000e+02,-4.371703630375331784e+01
6.629999999999965254e+00,1.050000000000000000e+02,-4.371703684871646090e+01
6.629999999999965254e+00,1.100000000000000000e+02,-4.371703802474057454e+01
6.629999999999965254e+00,1.150000000000000000e+02,-4.371703992294642660e+01
6.629999999999965254e+00,1.200000000000000000e+02,-4.371704154680057286e+01
6.629999999999965254e+00,1.250000000000000000e+02,-4.371703918260325139e+01
6.639999999999965041e+00,0.000000000000000000e+00,-4.371703596384911350e+01
6.639999999999965041e+00,5.000000000000000000e+00,-4.371703596258097946e+01
6.639999999999965041e+00,1.000000000000000000e+01,-4.371703596251397528e+01
6.639999999999965041e+00,1.500000000000000000e+01,-4.371703596241758305e+01
6.639999999999965041e+00,2.000000000000000000e+01,-4.371703596231657230e+01
6.639999999999965041e+00,2.500000000000000000e+01,-4.371703596223657939e+01
6.639999999999965041e+00,3.000000000000000000e+01,-4.371703596220898191e+01
6.639999999999965041e+00,3.500000000000000000e+01,-4.371703596226485899e+01
6.639999999999965041e+00,4.000000000000000000e+01,-4.371703596243169443e+01
6.639999999999965041e+00,4.500000000000000000e+01,-4.371703596273013659e+01
6.639999999999965041e+00,5.000000000000000000e+01,-4.371703596317583873e+01
6.639999999999965041e+00,5.500000000000000000e+01,-4.371703596378197432e+01
6.639999999999965041e+00,6.000000000000000000e+01,-4.371703596455294871e+01
6.639999999999965041e+00,6.500000000000000000e+01,-4.371703596547887116e+01
6.639999999999965041e+00,7.000000000000000000e+01,-4.371703596654920432e+01
6.639999999999965041e+00,7.500000000000000000e+01,-4.371703596782885626e+01
6.639999999999965041e+00,8.000000000000000000e+01,-4.371703596983265072e+01
6.639999999999965041e+00,8.500000000000000000e+01,-4.371703597515549689e+01
6.639999999999965041e+00,9.000000000000000000e+01,-4.371703599389015693e+01
6.639999999999965041e+00,9.500000000000000000e+01,-4.371703606058872538e+01
6.639999999999965041e+00,1.000000000000000000e+02,-4.371703626211996152e+01
6.639999999999965041e+00,1.050000000000000000e+02,-4.371703679637869300e+01
6.639999999999965041e+00,1.100000000000000000e+02,-4.371703795755610145e+01
6.639999999999965041e+00,1.150000000000000000e+02,-4.371703984977450119e+01
6.639999999999965041e+00,1.200000000000000000e+02,-4.371704150941842926e+01
6.639999999999965041e+00,1.250000000000000000e+02,-4.371703928011542928e+01
6.649999999999964828e+00,0.000000000000000000e+00,-4.371703592817090112e+01
6.649999999999964828e+00,5.000000000000000000e+00,-4.371703592695767071e+01
6.649999999999964828e+00,1.000000000000000000e+01,-4.371703592689439688e+01
6.649999999999964828e+00,1.500000000000000000e+01,-4.371703592680162132e+01
6.649999999999964828e+00,2.000000000000000000e+01,-4.371703592670361616e+01
6.649999999999964828e+00,2.500000000000000000e+01,-4.371703592662539961e+01
6.649999999999964828e+00,3.000000000000000000e+01,-4.371703592659831372e+01
6.649999999999964828e+00,3.500000000000000000e+01,-4.371703592664972859e+01
6.649999999999964828e+00,4.000000000000000000e+01,-4.371703592680755435e+01
6.649999999999964828e+00,4.500000000000000000e+01,-4.371703592709148012e+01
6.649999999999964828e+00,5.000000000000000000e+01,-4.371703592751372014e+01
6.649999999999964828e+00,5.500000000000000000e+01,-4.371703592809056715e+01
6.649999999999964828e+00,6.000000000000000000e+01,-4.371703592882425937e+01
6.649999999999964828e+00,6.500000000000000000e+01,-4.371703592970958141e+01
6.649999999999964828e+00,7.000000000000000000e+01,-4.371703593073931415e+01
6.649999999999964828e+00,7.500000000000000000e+01,-4.371703593196981785e+01
6.649999999999964828e+00,8.000000000000000000e+01,-4.371703593389692344e+01
6.649999999999964828e+00,8.500000000000000000e+01,-4.371703593901375484e+01
6.649999999999964828e+00,9.000000000000000000e+01,-4.371703595706870260e+01
6.649999999999964828e+00,9.500000000000000000e+01,-4.371703602011569956e+01
6.649999999999964828e+00,1.000000000000000000e+02,-4.371703621796939387e+01
6.649999999999964828e+00,1.050000000000000000e+02,-4.371703674165411968e+01
6.649999999999964828e+00,1.100000000000000000e+02,-4.371703788795853285e+01
6.649999999999964828e+00,1.150000000000000000e+02,-4.371703977367781135e+01
6.649999999999964828e+00,1.200000000000000000e+02,-4.371704146778405686e+01
6.649999999999964828e+00,1.250000000000000000e+02,-4.371703937081905167e+01
6.659999999999964615e+00,0.000000000000000000e+00,-4.371703588984527755e+01
6.659999999999964615e+00,5.000000000000000000e+00,-4.371703588868636103e+01
6.659999999999964615e+00,1.000000000000000000e+01,-4.371703588862390433e+01
6.659999999999964615e+00,1.500000000000000000e+01,-4.371703588853613809e+01
6.659999999999964615e+00,2.000000000000000000e+01,-4.371703588844123090e+01
6.659999999999964615e+00,2.500000000000000000e+01,-4.371703588836679444e+01
6.659999999999964615e+00,3.000000000000000000e+01,-4.371703588833916854e+01
6.659999999999964615e+00,3.500000000000000000e+01,-4.371703588838725096e+01
6.659999999999964615e+00,4.000000000000000000e+01,-4.371703588853376488e+01
6.659999999999964615e+00,4.500000000000000000e+01,-4.371703588880197344e+01
6.659999999999964615e+00,5.000000000000000000e+01,-4.371703588920514960e+01
6.659999999999964615e+00,5.500000000000000000e+01,-4.371703588975383070e+01
6.659999999999964615e+00,6.000000000000000000e+01,-4.371703589045284133e+01
6.659999999999964615e+00,6.500000000000000000e+01,-4.371703589129907641e+01
6.659999999999964615e+00,7.000000000000000000e+01,-4.371703589228738451e+01
6.659999999999964615e+00,7.500000000000000000e+01,-4.371703589346932262e+01
6.659999999999964615e+00,8.000000000000000000e+01,-4.371703589532410206e+01
6.659999999999964615e+00,8.500000000000000000e+01,-4.371703590024185360e+01
6.659999999999964615e+00,9.000000000000000000e+01,-4.371703591764476471e+01
6.659999999999964615e+00,9.500000000000000000e+01,-4.371703597870219937e+01
6.659999999999964615e+00,1.000000000000000000e+02,-4.371703616986857810e+01
6.659999999999964615e+00,1.050000000000000000e+02,-4.371703668305863744e+01
6.659999999999964615e+00,1.100000000000000000e+02,-4.371703781603692107e+01
6.659999999999964615e+00,1.150000000000000000e+02,-4.371703969475971263e+01
6.659999999999964615e+00,1.200000000000000000e+02,-4.371704142201653553e+01
6.659999999999964615e+00,1.250000000000000000e+02,-4.371703945486596865e+01
6.669999999999964402e+00,0.000000000000000000e+00,-4.371703584895172412e+01
6.669999999999964402e+00,5.000000000000000000e+00,-4.371703584784647489e+01
6.669999999999964402e+00,1.000000000000000000e+01,-4.371703584778624219e+01
6.669999999999964402e+00,1.500000000000000000e+01,-4.371703584769991124e+01
6.669999999999964402e+00,2.000000000000000000e+01,-4.371703584760854255e+01
6.669999999999964402e+00,2.500000000000000000e+01,-4.371703584753670668e+01
6.669999999999964402e+00,3.000000000000000000e+01,-4.371703584750803628e+01
6.669999999999964402e+00,3.500000000000000000e+01,-4.371703584755334049e+01
6.669999999999964402e+00,4.000000000000000000e+01,-4.371703584769186079e+01
6.669999999999964402e+00,4.500000000000000000e+01,-4.371703584794427400e+01
6.669999999999964402e+00,5.000000000000000000e+01,-4.371703584832589229e+01
6.669999999999964402e+00,5.500000000000000000e+01,-4.371703584884926386e+01
6.669999999999964402e+00,6.000000000000000000e+01,-4.371703584951784194e+01
6.669999999999964402e+00,6.500000000000000000e+01,-4.371703585032656747e+01
6.669999999999964402e+00,7.000000000000000000e+01,-4.371703585127170300e+01
6.669999999999964402e+00,7.500000000000000000e+01,-4.371703585241182566e+01
6.669999999999964402e+00,8.000000000000000000e+01,-4.371703585419525240e+01
6.669999999999964402e+00,8.500000000000000000e+01,-4.371703585892075949e+01
6.669999999999964402e+00,9.000000000000000000e+01,-4.371703587569275840e+01
6.669999999999964402e+00,9.500000000000000000e+01,-4.371703593481687733e+01
6.669999999999964402e+00,1.000000000000000000e+02,-4.371703612098232838e+01
6.669999999999964402e+00,1.050000000000000000e+02,-4.371703662385959177e+01
6.669999999999964402e+00,1.100000000000000000e+02,-4.371703774187754021e+01
6.669999999999964402e+00,1.150000000000000000e+02,-4.371703961312283582e+01
6.669999999999964402e+00,1.200000000000000000e+02,-4.371704137223758835e+01
6.669999999999964402e+00,1.250000000000000000e+02,-4.371703953240749740e+01
6.679999999999964189e+00,0.000000000000000000e+00,-4.371703580557273483e+01
6.679999999999964189e+00,5.000000000000000000e+00,-4.371703580451543303e+01
6.679999999999964189e+00,1.000000000000000000e+01,-4.371703580445948489e+01
6.679999999999964189e+00,1.500000000000000000e+01,-4.371703580437610981e+01
6.679999999999964189e+00,2.000000000000000000e+01,-4.371703580428575719e+01
6.679999999999964189e+00,2.500000000000000000e+01,-4.371703580421732482e+01
6.679999999999964189e+00,3.000000000000000000e+01,-4.371703580418852653e+01
6.679999999999964189e+00,3.500000000000000000e+01,-4.371703580422985169e+01
6.679999999999964189e+00,4.000000000000000000e+01,-4.371703580436058445e+01
6.679999999999964189e+00,4.500000000000000000e+01,-4.371703580459995919e+01
6.679999999999964189e+00,5.000000000000000000e+01,-4.371703580496301811e+01
6.679999999999964189e+00,5.500000000000000000e+01,-4.371703580545990064e+01
6.679999999999964189e+00,6.000000000000000000e+01,-4.371703580609482032e+01
6.679999999999964189e+00,6.500000000000000000e+01,-4.371703580687056956e+01
6.679999999999964189e+00,7.000000000000000000e+01,-4.371703580777570863e+01
6.679999999999964189e+00,7.500000000000000000e+01,-4.371703580887188423e+01
6.679999999999964189e+00,8.000000000000000000e+01,-4.371703581058787336e+01
6.679999999999964189e+00,8.500000000000000000e+01,-4.371703581512846171e+01
6.679999999999964189e+00,9.000000000000000000e+01,-4.371703583128944359e+01
6.679999999999964189e+00,9.500000000000000000e+01,-4.371703588853654310e+01
6.679999999999964189e+00,1.000000000000000000e+02,-4.371703606980523205e+01
6.679999999999964189e+00,1.050000000000000000e+02,-4.371703656250131331e+01
6.679999999999964189e+00,1.100000000000000000e+02,-4.371703766406554337e+01
6.679999999999964189e+00,1.150000000000000000e+02,-4.371703952885876276e+01
6.679999999999964189e+00,1.200000000000000000e+02,-4.371704131855838682e+01
6.679999999999964189e+00,1.250000000000000000e+02,-4.371703960359301533e+01
6.689999999999963975e+00,0.000000000000000000e+00,-4.371703575978297351e+01
6.689999999999963975e+00,5.000000000000000000e+00,-4.371703575877156567e+01
6.689999999999963975e+00,1.000000000000000000e+01,-4.371703575871734415e+01
6.689999999999963975e+00,1.500000000000000000e+01,-4.371703575863928393e+01
6.689999999999963975e+00,2.000000000000000000e+01,-4.371703575855393353e+01
6.689999999999963975e+00,2.500000000000000000e+01,-4.371703575848692935e+01
6.689999999999963975e+00,3.000000000000000000e+01,-4.371703575845815948e+01
6.689999999999963975e+00,3.500000000000000000e+01,-4.371703575849385004e+01
6.689999999999963975e+00,4.000000000000000000e+01,-4.371703575861722157e+01
6.689999999999963975e+00,4.500000000000000000e+01,-4.371703575884484394e+01
6.689999999999963975e+00,5.000000000000000000e+01,-4.371703575918840556e+01
6.689999999999963975e+00,5.500000000000000000e+01,-4.371703575966054700e+01
6.689999999999963975e+00,6.000000000000000000e+01,-4.371703576026668259e+01
6.689999999999963975e+00,6.500000000000000000e+01,-4.371703576100590283e+01
6.689999999999963975e+00,7.000000000000000000e+01,-4.371703576187790929e+01
6.689999999999963975e+00,7.500000000000000000e+01,-4.371703576292861726e+01
6.689999999999963975e+00,8.000000000000000000e+01,-4.371703576458051543e+01
6.689999999999963975e+00,8.500000000000000000e+01,-4.371703576894569920e+01
6.689999999999963975e+00,9.000000000000000000e+01,-4.371703578451368344e+01
6.689999999999963975e+00,9.500000000000000000e+01,-4.371703583993478048e+01
6.689999999999963975e+00,1.000000000000000000e+02,-4.371703601641239345e+01
6.689999999999963975e+00,1.050000000000000000e+02,-4.371703649905845879e+01
6.689999999999963975e+00,1.100000000000000000e+02,-4.371703758573589482e+01
6.689999999999963975e+00,1.150000000000000000e+02,-4.371703944206762316e+01
6.689999999999963975e+00,1.200000000000000000e+02,-4.371704126109843713e+01
6.689999999999963975e+00,1.250000000000000000e+02,-4.371703966856979662e+01
6.699999999999963762e+00,0.000000000000000000e+00,-4.371703571165956248e+01
6.699999999999963762e+00,5.000000000000000000e+00,-4.371703571069637917e+01
6.699999999999963762e+00,1.000000000000000000e+01,-4.371703571064087157e+01
6.699999999999963762e+00,1.500000000000000000e+01,-4.371703571056726645e+01
6.699999999999963762e+00,2.000000000000000000e+01,-4.371703571048553982e+01
6.699999999999963762e+00,2.500000000000000000e+01,-4.371703571041672376e+01
6.699999999999963762e+00,3.000000000000000000e+01,-4.371703571038959524e+01
6.699999999999963762e+00,3.500000000000000000e+01,-4.371703571042313285e+01
6.699999999999963762e+00,4.000000000000000000e+01,-4.371703571053984660e+01
6.699999999999963762e+00,4.500000000000000000e+01,-4.371703571075309469e+01
6.699999999999963762e+00,5.000000000000000000e+01,-4.371703571108054120e+01
6.699999999999963762e+00,5.500000000000000000e+01,-4.371703571152738732e+01
6.699999999999963762e+00,6.000000000000000000e+01,-4.371703571210600359e+01
6.699999999999963762e+00,6.500000000000000000e+01,-4.371703571281257439e+01
6.699999999999963762e+00,7.000000000000000000e+01,-4.371703571364707841e+01
6.699999999999963762e+00,7.500000000000000000e+01,-4.371703571465857152e+01
6.699999999999963762e+00,8.000000000000000000e+01,-4.371703571624694007e+01
6.699999999999963762e+00,8.500000000000000000e+01,-4.371703572044174990e+01
6.699999999999963762e+00,9.000000000000000000e+01,-4.371703573544118626e+01
6.699999999999963762e+00,9.500000000000000000e+01,-4.371703578908837073e+01
6.699999999999963762e+00,1.000000000000000000e+02,-4.371703596087407107e+01
6.699999999999963762e+00,1.050000000000000000e+02,-4.371703643360521596e+01
6.699999999999963762e+00,1.100000000000000000e+02,-4.371703750540902433e+01
6.699999999999963762e+00,1.150000000000000000e+02,-4.371703935133785279e+01
6.699999999999963762e+00,1.200000000000000000e+02,-4.371704119996933713e+01
6.699999999999963762e+00,1.250000000000000000e+02,-4.371703972748188960e+01
6.709999999999963549e+00,0.000000000000000000e+00,-4.371703566037429312e+01
6.709999999999963549e+00,5.000000000000000000e+00,-4.371703566035613164e+01
6.709999999999963549e+00,1.000000000000000000e+01,-4.371703566030554100e+01
6.709999999999963549e+00,1.500000000000000000e+01,-4.371703566023401777e+01
6.709999999999963549e+00,2.000000000000000000e+01,-4.371703566015470699e+01
6.709999999999963549e+00,2.500000000000000000e+01,-4.371703566008901731e+01
6.709999999999963549e+00,3.000000000000000000e+01,-4.371703566006272013e+01
6.709999999999963549e+00,3.500000000000000000e+01,-4.371703566009237107e+01
6.709999999999963549e+00,4.000000000000000000e+01,-4.371703566020100595e+01
6.709999999999963549e+00,4.500000000000000000e+01,-4.371703566040268640e+01
6.709999999999963549e+00,5.000000000000000000e+01,-4.371703566071455782e+01
6.709999999999963549e+00,5.500000000000000000e+01,-4.371703566113994555e+01
6.709999999999963549e+00,6.000000000000000000e+01,-4.371703566169047406e+01
6.709999999999963549e+00,6.500000000000000000e+01,-4.371703566236293881e+01
6.709999999999963549e+00,7.000000000000000000e+01,-4.371703566316393363e+01
6.709999999999963549e+00,7.500000000000000000e+01,-4.371703566413694375e+01
6.709999999999963549e+00,8.000000000000000000e+01,-4.371703566566454668e+01
6.709999999999963549e+00,8.500000000000000000e+01,-4.371703566969655697e+01
6.709999999999963549e+00,9.000000000000000000e+01,-4.371703568414688590e+01
6.709999999999963549e+00,9.500000000000000000e+01,-4.371703573606727389e+01
6.709999999999963549e+00,1.000000000000000000e+02,-4.371703590326612243e+01
6.709999999999963549e+00,1.050000000000000000e+02,-4.371703636621382572e+01
6.709999999999963549e+00,1.100000000000000000e+02,-4.371703742316251606e+01
6.709999999999963549e+00,1.150000000000000000e+02,-4.371703925983851491e+01
6.709999999999963549e+00,1.200000000000000000e+02,-4.371704113528836899e+01
6.709999999999963549e+00,1.250000000000000000e+02,-4.371703978046886618e+01
6.719999999999963336e+00,0.000000000000000000e+00,-4.371703560784926879e+01
6.719999999999963336e+00,5.000000000000000000e+00,-4.371703560783137732e+01
6.719999999999963336e+00,1.000000000000000000e+01,-4.371703560778463782e+01
6.719999999999963336e+00,1.500000000000000000e+01,-4.371703560771295827e+01
6.719999999999963336e+00,2.000000000000000000e+01,-4.371703560763847918e+01
6.719999999999963336e+00,2.500000000000000000e+01,-4.371703560757623563e+01
6.719999999999963336e+00,3.000000000000000000e+01,-4.371703560754801998e+01
6.719999999999963336e+00,3.500000000000000000e+01,-4.371703560757630669e+01
6.719999999999963336e+00,4.000000000000000000e+01,-4.371703560767782193e+01
6.719999999999963336e+00,4.500000000000000000e+01,-4.371703560786959741e+01
6.719999999999963336e+00,5.000000000000000000e+01,-4.371703560816355605e+01
6.719999999999963336e+00,5.500000000000000000e+01,-4.371703560856812487e+01
6.719999999999963336e+00,6.000000000000000000e+01,-4.371703560909071484e+01
6.719999999999963336e+00,6.500000000000000000e+01,-4.371703560973474367e+01
6.719999999999963336e+00,7.000000000000000000e+01,-4.371703561050141218e+01
6.719999999999963336e+00,7.500000000000000000e+01,-4.371703561143692696e+01
6.719999999999963336e+00,8.000000000000000000e+01,-4.371703561290640039e+01
6.719999999999963336e+00,8.500000000000000000e+01,-4.371703561677783512e+01
6.719999999999963336e+00,9.000000000000000000e+01,-4.371703563069819864e+01
6.719999999999963336e+00,9.500000000000000000e+01,-4.371703568094574166e+01
6.719999999999963336e+00,1.000000000000000000e+02,-4.371703584365391038e+01
6.719999999999963336e+00,1.050000000000000000e+02,-4.371703629695565496e+01
6.719999999999963336e+00,1.100000000000000000e+02,-4.371703733907536815e+01
6.719999999999963336e+00,1.150000000000000000e+02,-4.371703916608878160e+01
6.719999999999963336e+00,1.200000000000000000e+02,-4.371704106716045857e+01
6.719999999999963336e+00,1.250000000000000000e+02,-4.371703982767084540e+01
6.729999999999963123e+00,0.000000000000000000e+00,-4.371703555321020218e+01
6.729999999999963123e+00,5.000000000000000000e+00,-4.371703555319543710e+01
6.729999999999963123e+00,1.000000000000000000e+01,-4.371703555314700651e+01
6.729999999999963123e+00,1.500000000000000000e+01,-4.371703555308013023e+01
6.729999999999963123e+00,2.000000000000000000e+01,-4.371703555300636879e+01
6.729999999999963123e+00,2.500000000000000000e+01,-4.371703555294705978e+01
6.729999999999963123e+00,3.000000000000000000e+01,-4.371703555291762910e+01
6.729999999999963123e+00,3.500000000000000000e+01,-4.371703555294585897e+01
6.729999999999963123e+00,4.000000000000000000e+01,-4.371703555304154776e+01
6.729999999999963123e+00,4.500000000000000000e+01,-4.371703555322221746e+01
6.729999999999963123e+00,5.000000000000000000e+01,-4.371703555349929360e+01
6.729999999999963123e+00,5.500000000000000000e+01,-4.371703555388261719e+01
6.729999999999963123e+00,6.000000000000000000e+01,-4.371703555438179478e+01
6.729999999999963123e+00,6.500000000000000000e+01,-4.371703555499882299e+01
6.729999999999963123e+00,7.000000000000000000e+01,-4.371703555573184019e+01
6.729999999999963123e+00,7.500000000000000000e+01,-4.371703555663282970e+01
6.729999999999963123e+00,8.000000000000000000e+01,-4.371703555804378993e+01
6.729999999999963123e+00,8.500000000000000000e+01,-4.371703556176576200e+01
6.729999999999963123e+00,9.000000000000000000e+01,-4.371703557517302841e+01
6.729999999999963123e+00,9.500000000000000000e+01,-4.371703562379045138e+01
6.729999999999963123e+00,1.000000000000000000e+02,-4.371703578210986763e+01
6.729999999999963123e+00,1.050000000000000000e+02,-4.371703622589803473e+01
6.729999999999963123e+00,1.100000000000000000e+02,-4.371703725321683720e+01
6.729999999999963123e+00,1.150000000000000000e+02,-4.371703907017469959e+01
6.729999999999963123e+00,1.200000000000000000e+02,-4.371704099569222990e+01
6.729999999999963123e+00,1.250000000000000000e+02,-4.371703986923085949e+01
6.739999999999962910e+00,0.000000000000000000e+00,-4.371703549652929155e+01
6.739999999999962910e+00,5.000000000000000000e+00,-4.371703549651543597e+01
6.739999999999962910e+00,1.000000000000000000e+01,-4.371703549647114784e+01
6.739999999999962910e+00,1.500000000000000000e+01,-4.371703549640451314e+01
6.739999999999962910e+00,2.000000000000000000e+01,-4.371703549633325281e+01
6.739999999999962910e+00,2.500000000000000000e+01,-4.371703549627628149e+01
6.739999999999962910e+00,3.000000000000000000e+01,-4.371703549624948693e+01
6.739999999999962910e+00,3.500000000000000000e+01,-4.371703549627137164e+01
6.739999999999962910e+00,4.000000000000000000e+01,-4.371703549636220032e+01
6.739999999999962910e+00,4.500000000000000000e+01,-4.371703549653383902e+01
6.739999999999962910e+00,5.000000000000000000e+01,-4.371703549679683221e+01
6.739999999999962910e+00,5.500000000000000000e+01,-4.371703549716217907e+01
6.739999999999962910e+00,6.000000000000000000e+01,-4.371703549763604713e+01
6.739999999999962910e+00,6.500000000000000000e+01,-4.371703549822230173e+01
6.739999999999962910e+00,7.000000000000000000e+01,-4.371703549892642116e+01
6.739999999999962910e+00,7.500000000000000000e+01,-4.371703549979236669e+01
6.739999999999962910e+00,8.000000000000000000e+01,-4.371703550115017833e+01
6.739999999999962910e+00,8.500000000000000000e+01,-4.371703550472865629e+01
6.739999999999962910e+00,9.000000000000000000e+01,-4.371703551763669537e+01
6.739999999999962910e+00,9.500000000000000000e+01,-4.371703556467625162e+01
6.739999999999962910e+00,1.000000000000000000e+02,-4.371703571870180838e+01
6.739999999999962910e+00,1.050000000000000000e+02,-4.371703615311086111e+01
6.739999999999962910e+00,1.100000000000000000e+02,-4.371703716566959486e+01
6.739999999999962910e+00,1.150000000000000000e+02,-4.371703897218743151e+01
6.739999999999962910e+00,1.200000000000000000e+02,-4.371704092099698613e+01
6.739999999999962910e+00,1.250000000000000000e+02,-4.371703990527768013e+01
6.749999999999962697e+00,0.000000000000000000e+00,-4.371703543787708668e+01
6.749999999999962697e+00,5.000000000000000000e+00,-4.371703543786140500e+01
6.749999999999962697e+00,1.000000000000000000e+01,-4.371703543781913481e+01
6.749999999999962697e+00,1.500000000000000000e+01,-4.371703543775666390e+01
6.749999999999962697e+00,2.000000000000000000e+01,-4.371703543768973077e+01
