d,a,e
5.429999999999990834e+00,3.500000000000000000e+01,-4.371697459401421781e+01
5.429999999999990834e+00,4.000000000000000000e+01,-4.371697460653743406e+01
5.429999999999990834e+00,4.500000000000000000e+01,-4.371697462408932466e+01
5.429999999999990834e+00,5.000000000000000000e+01,-4.371697464627082752e+01
5.429999999999990834e+00,5.500000000000000000e+01,-4.371697467201081366e+01
5.429999999999990834e+00,6.000000000000000000e+01,-4.371697470015675435e+01
5.429999999999990834e+00,6.500000000000000000e+01,-4.371697473131867895e+01
5.429999999999990834e+00,7.000000000000000000e+01,-4.371697477213923122e+01
5.429999999999990834e+00,7.500000000000000000e+01,-4.371697484351031449e+01
5.429999999999990834e+00,8.000000000000000000e+01,-4.371697499329140868e+01
5.429999999999990834e+00,8.500000000000000000e+01,-4.371697530953066035e+01
5.429999999999990834e+00,9.000000000000000000e+01,-4.371697591779264513e+01
5.429999999999990834e+00,9.500000000000000000e+01,-4.371697692544491787e+01
5.429999999999990834e+00,1.000000000000000000e+02,-4.371697825740101706e+01
5.429999999999990834e+00,1.050000000000000000e+02,-4.371697933465799224e+01
5.429999999999990834e+00,1.100000000000000000e+02,-4.371697854480574108e+01
5.429999999999990834e+00,1.150000000000000000e+02,-4.371697217311276518e+01
5.429999999999990834e+00,1.200000000000000000e+02,-4.371695133895502750e+01
5.429999999999990834e+00,1.250000000000000000e+02,-4.371689309820873603e+01
5.439999999999990621e+00,0.000000000000000000e+00,-4.371697630744651519e+01
5.439999999999990621e+00,5.000000000000000000e+00,-4.371697630703040716e+01
5.439999999999990621e+00,1.000000000000000000e+01,-4.371697630594611894e+01
5.439999999999990621e+00,1.500000000000000000e+01,-4.371697630470106333e+01
5.439999999999990621e+00,2.000000000000000000e+01,-4.371697630408282009e+01
5.439999999999990621e+00,2.500000000000000000e+01,-4.371697630511572186e+01
5.439999999999990621e+00,3.000000000000000000e+01,-4.371697630892131059e+01
5.439999999999990621e+00,3.500000000000000000e+01,-4.371697631656449801e+01
5.439999999999990621e+00,4.000000000000000000e+01,-4.371697632886142770e+01
5.439999999999990621e+00,4.500000000000000000e+01,-4.371697634611876992e+01
5.439999999999990621e+00,5.000000000000000000e+01,-4.371697636795387609e+01
5.439999999999990621e+00,5.500000000000000000e+01,-4.371697639330826490e+01
5.439999999999990621e+00,6.000000000000000000e+01,-4.371697642101366910e+01
5.439999999999990621e+00,6.500000000000000000e+01,-4.371697645155746415e+01
5.439999999999990621e+00,7.000000000000000000e+01,-4.371697649125310647e+01
5.439999999999990621e+00,7.500000000000000000e+01,-4.371697656029219559e+01
5.439999999999990621e+00,8.000000000000000000e+01,-4.371697670544176617e+01
5.439999999999990621e+00,8.500000000000000000e+01,-4.371697701355924437e+01
5.439999999999990621e+00,9.000000000000000000e+01,-4.371697761010211991e+01
5.439999999999990621e+00,9.500000000000000000e+01,-4.371697860574608541e+01
5.439999999999990621e+00,1.000000000000000000e+02,-4.371697993501053503e+01
5.439999999999990621e+00,1.050000000000000000e+02,-4.371698103684549608e+01
5.439999999999990621e+00,1.100000000000000000e+02,-4.371698032792660626e+01
5.439999999999990621e+00,1.150000000000000000e+02,-4.371697415176851109e+01
5.439999999999990621e+00,1.200000000000000000e+02,-4.371695377871181165e+01
5.439999999999990621e+00,1.250000000000000000e+02,-4.371689664407249154e+01
5.449999999999990408e+00,0.000000000000000000e+00,-4.371697799007593233e+01
5.449999999999990408e+00,5.000000000000000000e+00,-4.371697798966143722e+01
5.449999999999990408e+00,1.000000000000000000e+01,-4.371697798858443207e+01
5.449999999999990408e+00,1.500000000000000000e+01,-4.371697798734250995e+01
5.449999999999990408e+00,2.000000000000000000e+01,-4.371697798671436885e+01
5.449999999999990408e+00,2.500000000000000000e+01,-4.371697798769818633e+01
5.449999999999990408e+00,3.000000000000000000e+01,-4.371697799141126950e+01
5.449999999999990408e+00,3.500000000000000000e+01,-4.371697799890245761e+01
5.449999999999990408e+00,4.000000000000000000e+01,-4.371697801097364078e+01
5.449999999999990408e+00,4.500000000000000000e+01,-4.371697802793880783e+01
5.449999999999990408e+00,5.000000000000000000e+01,-4.371697804942651544e+01
5.449999999999990408e+00,5.500000000000000000e+01,-4.371697807440180128e+01
5.449999999999990408e+00,6.000000000000000000e+01,-4.371697810166841691e+01
5.449999999999990408e+00,6.500000000000000000e+01,-4.371697813160970014e+01
5.449999999999990408e+00,7.000000000000000000e+01,-4.371697817021629362e+01
5.449999999999990408e+00,7.500000000000000000e+01,-4.371697823700564101e+01
5.449999999999990408e+00,8.000000000000000000e+01,-4.371697837765150041e+01
5.449999999999990408e+00,8.500000000000000000e+01,-4.371697867781010416e+01
5.449999999999990408e+00,9.000000000000000000e+01,-4.371697926276932833e+01
5.449999999999990408e+00,9.500000000000000000e+01,-4.371698024635030322e+01
5.449999999999990408e+00,1.000000000000000000e+02,-4.371698157251485384e+01
5.449999999999990408e+00,1.050000000000000000e+02,-4.371698269803201953e+01
5.449999999999990408e+00,1.100000000000000000e+02,-4.371698206839874956e+01
5.449999999999990408e+00,1.150000000000000000e+02,-4.371697608431741600e+01
5.449999999999990408e+00,1.200000000000000000e+02,-4.371695616400005946e+01
5.449999999999990408e+00,1.250000000000000000e+02,-4.371690011633013739e+01
5.459999999999990195e+00,0.000000000000000000e+00,-4.371697963334306536e+01
5.459999999999990195e+00,5.000000000000000000e+00,-4.371697963293118505e+01
5.459999999999990195e+00,1.000000000000000000e+01,-4.371697963186356617e+01
5.459999999999990195e+00,1.500000000000000000e+01,-4.371697963062455727e+01
5.459999999999990195e+00,2.000000000000000000e+01,-4.371697962998590015e+01
5.459999999999990195e+00,2.500000000000000000e+01,-4.371697963092842087e+01
5.459999999999990195e+00,3.000000000000000000e+01,-4.371697963454990088e+01
5.459999999999990195e+00,3.500000000000000000e+01,-4.371697964188641095e+01
5.459999999999990195e+00,4.000000000000000000e+01,-4.371697965373249417e+01
5.459999999999990195e+00,4.500000000000000000e+01,-4.371697967040543631e+01
5.459999999999990195e+00,5.000000000000000000e+01,-4.371697969155267316e+01
5.459999999999990195e+00,5.500000000000000000e+01,-4.371697971614332801e+01
5.459999999999990195e+00,6.000000000000000000e+01,-4.371697974298231770e+01
5.459999999999990195e+00,6.500000000000000000e+01,-4.371697977233694132e+01
5.459999999999990195e+00,7.000000000000000000e+01,-4.371697980989355159e+01
5.459999999999990195e+00,7.500000000000000000e+01,-4.371697987450877321e+01
5.459999999999990195e+00,8.000000000000000000e+01,-4.371698001077660223e+01
5.459999999999990195e+00,8.500000000000000000e+01,-4.371698030314316696e+01
5.459999999999990195e+00,9.000000000000000000e+01,-4.371698087664236709e+01
5.459999999999990195e+00,9.500000000000000000e+01,-4.371698184811614141e+01
5.459999999999990195e+00,1.000000000000000000e+02,-4.371698317078719498e+01
5.459999999999990195e+00,1.050000000000000000e+02,-4.371698431908549054e+01
5.459999999999990195e+00,1.100000000000000000e+02,-4.371698376710804013e+01
5.459999999999990195e+00,1.150000000000000000e+02,-4.371697797169971267e+01
5.459999999999990195e+00,1.200000000000000000e+02,-4.371695849591587546e+01
5.459999999999990195e+00,1.250000000000000000e+02,-4.371690351639561811e+01
5.469999999999989981e+00,0.000000000000000000e+00,-4.371698123808981506e+01
5.469999999999989981e+00,5.000000000000000000e+00,-4.371698123768216959e+01
5.469999999999989981e+00,1.000000000000000000e+01,-4.371698123662174851e+01
5.469999999999989981e+00,1.500000000000000000e+01,-4.371698123539095349e+01
5.469999999999989981e+00,2.000000000000000000e+01,-4.371698123474241982e+01
5.469999999999989981e+00,2.500000000000000000e+01,-4.371698123564379301e+01
5.469999999999989981e+00,3.000000000000000000e+01,-4.371698123917163059e+01
5.469999999999989981e+00,3.500000000000000000e+01,-4.371698124635737770e+01
5.469999999999989981e+00,4.000000000000000000e+01,-4.371698125798274503e+01
5.469999999999989981e+00,4.500000000000000000e+01,-4.371698127436715708e+01
5.469999999999989981e+00,5.000000000000000000e+01,-4.371698129517180575e+01
5.469999999999989981e+00,5.500000000000000000e+01,-4.371698131938322263e+01
5.469999999999989981e+00,6.000000000000000000e+01,-4.371698134579352057e+01
5.469999999999989981e+00,6.500000000000000000e+01,-4.371698137457995870e+01
5.469999999999989981e+00,7.000000000000000000e+01,-4.371698141112263869e+01
5.469999999999989981e+00,7.500000000000000000e+01,-4.371698147363915865e+01
5.469999999999989981e+00,8.000000000000000000e+01,-4.371698160565358648e+01
5.469999999999989981e+00,8.500000000000000000e+01,-4.371698189038505689e+01
5.469999999999989981e+00,9.000000000000000000e+01,-4.371698245255752369e+01
5.469999999999989981e+00,9.500000000000000000e+01,-4.371698341188031378e+01
5.469999999999989981e+00,1.000000000000000000e+02,-4.371698473066482649e+01
5.469999999999989981e+00,1.050000000000000000e+02,-4.371698590085843961e+01
5.469999999999989981e+00,1.100000000000000000e+02,-4.371698542492070771e+01
5.469999999999989981e+00,1.150000000000000000e+02,-4.371697981483954010e+01
5.469999999999989981e+00,1.200000000000000000e+02,-4.371696077555289150e+01
5.469999999999989981e+00,1.250000000000000000e+02,-4.371690684564936902e+01
5.479999999999989768e+00,0.000000000000000000e+00,-4.371698280514222290e+01
5.479999999999989768e+00,5.000000000000000000e+00,-4.371698280473848541e+01
5.479999999999989768e+00,1.000000000000000000e+01,-4.371698280368913458e+01
5.479999999999989768e+00,1.500000000000000000e+01,-4.371698280246157964e+01
5.479999999999989768e+00,2.000000000000000000e+01,-4.371698280180501683e+01
5.479999999999989768e+00,2.500000000000000000e+01,-4.371698280266670622e+01
5.479999999999989768e+00,3.000000000000000000e+01,-4.371698280610960552e+01
5.479999999999989768e+00,3.500000000000000000e+01,-4.371698281314388623e+01
5.479999999999989768e+00,4.000000000000000000e+01,-4.371698282455128037e+01
5.479999999999989768e+00,4.500000000000000000e+01,-4.371698284064766682e+01
5.479999999999989768e+00,5.000000000000000000e+01,-4.371698286110944309e+01
5.479999999999989768e+00,5.500000000000000000e+01,-4.371698288494638973e+01
5.479999999999989768e+00,6.000000000000000000e+01,-4.371698291093537136e+01
5.479999999999989768e+00,6.500000000000000000e+01,-4.371698293916301736e+01
5.479999999999989768e+00,7.000000000000000000e+01,-4.371698297472899242e+01
5.479999999999989768e+00,7.500000000000000000e+01,-4.371698303521338858e+01
5.479999999999989768e+00,8.000000000000000000e+01,-4.371698316309328192e+01
5.479999999999989768e+00,8.500000000000000000e+01,-4.371698344034903272e+01
5.479999999999989768e+00,9.000000000000000000e+01,-4.371698399132671398e+01
5.479999999999989768e+00,9.500000000000000000e+01,-4.371698493846551514e+01
5.479999999999989768e+00,1.000000000000000000e+02,-4.371698625298264318e+01
5.479999999999989768e+00,1.050000000000000000e+02,-4.371698744418730342e+01
5.479999999999989768e+00,1.100000000000000000e+02,-4.371698704268892754e+01
5.479999999999989768e+00,1.150000000000000000e+02,-4.371698161464412635e+01
5.479999999999989768e+00,1.200000000000000000e+02,-4.371696300396355639e+01
5.479999999999989768e+00,1.250000000000000000e+02,-4.371691010545251288e+01
5.489999999999989555e+00,0.000000000000000000e+00,-4.371698433530632144e+01
5.489999999999989555e+00,5.000000000000000000e+00,-4.371698433490787750e+01
5.489999999999989555e+00,1.000000000000000000e+01,-4.371698433386609395e+01
5.489999999999989555e+00,1.500000000000000000e+01,-4.371698433264811001e+01
5.489999999999989555e+00,2.000000000000000000e+01,-4.371698433198011458e+01
5.489999999999989555e+00,2.500000000000000000e+01,-4.371698433280526785e+01
5.489999999999989555e+00,3.000000000000000000e+01,-4.371698433616191437e+01
5.489999999999989555e+00,3.500000000000000000e+01,-4.371698434304994407e+01
5.489999999999989555e+00,4.000000000000000000e+01,-4.371698435423873264e+01
5.489999999999989555e+00,4.500000000000000000e+01,-4.371698437004967985e+01
5.489999999999989555e+00,5.000000000000000000e+01,-4.371698439017247040e+01
5.489999999999989555e+00,5.500000000000000000e+01,-4.371698441363268728e+01
5.489999999999989555e+00,6.000000000000000000e+01,-4.371698443920534771e+01
5.489999999999989555e+00,6.500000000000000000e+01,-4.371698446689110540e+01
5.489999999999989555e+00,7.000000000000000000e+01,-4.371698450150793747e+01
5.489999999999989555e+00,7.500000000000000000e+01,-4.371698456003119304e+01
5.489999999999989555e+00,8.000000000000000000e+01,-4.371698468389568148e+01
5.489999999999989555e+00,8.500000000000000000e+01,-4.371698495383239447e+01
5.489999999999989555e+00,9.000000000000000000e+01,-4.371698549374774245e+01
5.489999999999989555e+00,9.500000000000000000e+01,-4.371698642867244899e+01
5.489999999999989555e+00,1.000000000000000000e+02,-4.371698773854404863e+01
5.489999999999989555e+00,1.050000000000000000e+02,-4.371698894989030038e+01
5.489999999999989555e+00,1.100000000000000000e+02,-4.371698862124362961e+01
5.489999999999989555e+00,1.150000000000000000e+02,-4.371698337199950402e+01
5.489999999999989555e+00,1.200000000000000000e+02,-4.371696518218470118e+01
5.489999999999989555e+00,1.250000000000000000e+02,-4.371691329713236485e+01
5.499999999999989342e+00,0.000000000000000000e+00,-4.371698582937096944e+01
5.499999999999989342e+00,5.000000000000000000e+00,-4.371698582897693086e+01
5.499999999999989342e+00,1.000000000000000000e+01,-4.371698582794689258e+01
5.499999999999989342e+00,1.500000000000000000e+01,-4.371698582673437983e+01
5.499999999999989342e+00,2.000000000000000000e+01,-4.371698582605987582e+01
5.499999999999989342e+00,2.500000000000000000e+01,-4.371698582684910406e+01
5.499999999999989342e+00,3.000000000000000000e+01,-4.371698583012162942e+01
5.499999999999989342e+00,3.500000000000000000e+01,-4.371698583686240625e+01
5.499999999999989342e+00,4.000000000000000000e+01,-4.371698584783742092e+01
5.499999999999989342e+00,4.500000000000000000e+01,-4.371698586336621162e+01
5.499999999999989342e+00,5.000000000000000000e+01,-4.371698588314854561e+01
5.499999999999989342e+00,5.500000000000000000e+01,-4.371698590623353908e+01
5.499999999999989342e+00,6.000000000000000000e+01,-4.371698593139349498e+01
5.499999999999989342e+00,6.500000000000000000e+01,-4.371698595854857672e+01
5.499999999999989342e+00,7.000000000000000000e+01,-4.371698599225226189e+01
5.499999999999989342e+00,7.500000000000000000e+01,-4.371698604888057815e+01
5.499999999999989342e+00,8.000000000000000000e+01,-4.371698616884427935e+01
5.499999999999989342e+00,8.500000000000000000e+01,-4.371698643161835207e+01
5.499999999999989342e+00,9.000000000000000000e+01,-4.371698696060093425e+01
5.499999999999989342e+00,9.500000000000000000e+01,-4.371698788328798457e+01
5.499999999999989342e+00,1.000000000000000000e+02,-4.371698918814538359e+01
5.499999999999989342e+00,1.050000000000000000e+02,-4.371699041876809133e+01
5.499999999999989342e+00,1.100000000000000000e+02,-4.371699016139653082e+01
5.499999999999989342e+00,1.150000000000000000e+02,-4.371698508777481607e+01
5.499999999999989342e+00,1.200000000000000000e+02,-4.371696731123618918e+01
5.499999999999989342e+00,1.250000000000000000e+02,-4.371691642200289607e+01
5.509999999999989129e+00,0.000000000000000000e+00,-4.371698728810696366e+01
5.509999999999989129e+00,5.000000000000000000e+00,-4.371698728771569620e+01
5.509999999999989129e+00,1.000000000000000000e+01,-4.371698728669654344e+01
5.509999999999989129e+00,1.500000000000000000e+01,-4.371698728549245772e+01
5.509999999999989129e+00,2.000000000000000000e+01,-4.371698728481366913e+01
5.509999999999989129e+00,2.500000000000000000e+01,-4.371698728556613389e+01
5.509999999999989129e+00,3.000000000000000000e+01,-4.371698728875827555e+01
5.509999999999989129e+00,3.500000000000000000e+01,-4.371698729535651751e+01
5.509999999999989129e+00,4.000000000000000000e+01,-4.371698730611595352e+01
5.509999999999989129e+00,4.500000000000000000e+01,-4.371698732136114529e+01
5.509999999999989129e+00,5.000000000000000000e+01,-4.371698734081008553e+01
5.509999999999989129e+00,5.500000000000000000e+01,-4.371698736352258408e+01
5.509999999999989129e+00,6.000000000000000000e+01,-4.371698738827402053e+01
5.509999999999989129e+00,6.500000000000000000e+01,-4.371698741491076845e+01
5.509999999999989129e+00,7.000000000000000000e+01,-4.371698744772679390e+01
5.509999999999989129e+00,7.500000000000000000e+01,-4.371698750252754451e+01
5.509999999999989129e+00,8.000000000000000000e+01,-4.371698761870055705e+01
5.509999999999989129e+00,8.500000000000000000e+01,-4.371698787446273116e+01
5.509999999999989129e+00,9.000000000000000000e+01,-4.371698839264760750e+01
5.509999999999989129e+00,9.500000000000000000e+01,-4.371698930307783115e+01
5.509999999999989129e+00,1.000000000000000000e+02,-4.371699060256519687e+01
5.509999999999989129e+00,1.050000000000000000e+02,-4.371699185160514389e+01
5.509999999999989129e+00,1.100000000000000000e+02,-4.371699166395259795e+01
5.509999999999989129e+00,1.150000000000000000e+02,-4.371698676282046137e+01
5.509999999999989129e+00,1.200000000000000000e+02,-4.371696939211074096e+01
5.509999999999989129e+00,1.250000000000000000e+02,-4.371691948134469641e+01
5.519999999999988916e+00,0.000000000000000000e+00,-4.371698871226926997e+01
5.519999999999988916e+00,5.000000000000000000e+00,-4.371698871188280577e+01
5.519999999999988916e+00,1.000000000000000000e+01,-4.371698871087309612e+01
5.519999999999988916e+00,1.500000000000000000e+01,-4.371698870968005224e+01
5.519999999999988916e+00,2.000000000000000000e+01,-4.371698870899628986e+01
5.519999999999988916e+00,2.500000000000000000e+01,-4.371698870971548700e+01
5.519999999999988916e+00,3.000000000000000000e+01,-4.371698871282450227e+01
5.519999999999988916e+00,3.500000000000000000e+01,-4.371698871928229835e+01
5.519999999999988916e+00,4.000000000000000000e+01,-4.371698872983004946e+01
5.519999999999988916e+00,4.500000000000000000e+01,-4.371698874479712060e+01
5.519999999999988916e+00,5.000000000000000000e+01,-4.371698876390844646e+01
5.519999999999988916e+00,5.500000000000000000e+01,-4.371698878624948748e+01
5.519999999999988916e+00,6.000000000000000000e+01,-4.371698881059833752e+01
5.519999999999988916e+00,6.500000000000000000e+01,-4.371698883672522129e+01
5.519999999999988916e+00,7.000000000000000000e+01,-4.371698886868929890e+01
5.519999999999988916e+00,7.500000000000000000e+01,-4.371698892171833961e+01
5.519999999999988916e+00,8.000000000000000000e+01,-4.371698903421101079e+01
5.519999999999988916e+00,8.500000000000000000e+01,-4.371698928311185739e+01
5.519999999999988916e+00,9.000000000000000000e+01,-4.371698979063682344e+01
5.519999999999988916e+00,9.500000000000000000e+01,-4.371699068879481587e+01
5.519999999999988916e+00,1.000000000000000000e+02,-4.371699198255959118e+01
5.519999999999988916e+00,1.050000000000000000e+02,-4.371699324916838236e+01
5.519999999999988916e+00,1.100000000000000000e+02,-4.371699312968763707e+01
5.519999999999988916e+00,1.150000000000000000e+02,-4.371698839796641067e+01
5.519999999999988916e+00,1.200000000000000000e+02,-4.371697142578210560e+01
5.519999999999988916e+00,1.250000000000000000e+02,-4.371692247642110374e+01
5.529999999999988702e+00,0.000000000000000000e+00,-4.371699010259514040e+01
5.529999999999988702e+00,5.000000000000000000e+00,-4.371699010221250603e+01
5.529999999999988702e+00,1.000000000000000000e+01,-4.371699010121541562e+01
5.529999999999988702e+00,1.500000000000000000e+01,-4.371699010003104036e+01
5.529999999999988702e+00,2.000000000000000000e+01,-4.371699009934405922e+01
5.529999999999988702e+00,2.500000000000000000e+01,-4.371699010002934926e+01
5.529999999999988702e+00,3.000000000000000000e+01,-4.371699010306015509e+01
5.529999999999988702e+00,3.500000000000000000e+01,-4.371699010937938112e+01
5.529999999999988702e+00,4.000000000000000000e+01,-4.371699011971945481e+01
5.529999999999988702e+00,4.500000000000000000e+01,-4.371699013440432680e+01
5.529999999999988702e+00,5.000000000000000000e+01,-4.371699015318620951e+01
5.529999999999988702e+00,5.500000000000000000e+01,-4.371699017515682328e+01
5.529999999999988702e+00,6.000000000000000000e+01,-4.371699019909965500e+01
5.529999999999988702e+00,6.500000000000000000e+01,-4.371699022473169549e+01
5.529999999999988702e+00,7.000000000000000000e+01,-4.371699025586771370e+01
5.529999999999988702e+00,7.500000000000000000e+01,-4.371699030719081946e+01
5.529999999999988702e+00,8.000000000000000000e+01,-4.371699041610970227e+01
5.529999999999988702e+00,8.500000000000000000e+01,-4.371699065829494657e+01
5.529999999999988702e+00,9.000000000000000000e+01,-4.371699115529561652e+01
5.529999999999988702e+00,9.500000000000000000e+01,-4.371699204117123116e+01
5.529999999999988702e+00,1.000000000000000000e+02,-4.371699332887495615e+01
5.529999999999988702e+00,1.050000000000000000e+02,-4.371699461221365368e+01
5.529999999999988702e+00,1.100000000000000000e+02,-4.371699455937338996e+01
5.529999999999988702e+00,1.150000000000000000e+02,-4.371698999402804020e+01
5.529999999999988702e+00,1.200000000000000000e+02,-4.371697341320466990e+01
5.529999999999988702e+00,1.250000000000000000e+02,-4.371692540847027431e+01
5.539999999999988489e+00,0.000000000000000000e+00,-4.371699145980594636e+01
5.539999999999988489e+00,5.000000000000000000e+00,-4.371699145942855580e+01
5.539999999999988489e+00,1.000000000000000000e+01,-4.371699145844247880e+01
5.539999999999988489e+00,1.500000000000000000e+01,-4.371699145726867641e+01
5.539999999999988489e+00,2.000000000000000000e+01,-4.371699145658027419e+01
5.539999999999988489e+00,2.500000000000000000e+01,-4.371699145723213320e+01
5.539999999999988489e+00,3.000000000000000000e+01,-4.371699146018562487e+01
5.539999999999988489e+00,3.500000000000000000e+01,-4.371699146636709798e+01
5.539999999999988489e+00,4.000000000000000000e+01,-4.371699147650100770e+01
5.539999999999988489e+00,4.500000000000000000e+01,-4.371699149091013226e+01
5.539999999999988489e+00,5.000000000000000000e+01,-4.371699150935741329e+01
5.539999999999988489e+00,5.500000000000000000e+01,-4.371699153095939039e+01
5.539999999999988489e+00,6.000000000000000000e+01,-4.371699155450686192e+01
5.539999999999988489e+00,6.500000000000000000e+01,-4.371699157965109350e+01
5.539999999999988489e+00,7.000000000000000000e+01,-4.371699160998648637e+01
5.539999999999988489e+00,7.500000000000000000e+01,-4.371699165966150247e+01
5.539999999999988489e+00,8.000000000000000000e+01,-4.371699176510601603e+01
5.539999999999988489e+00,8.500000000000000000e+01,-4.371699200072820446e+01
5.539999999999988489e+00,9.000000000000000000e+01,-4.371699248733990117e+01
5.539999999999988489e+00,9.500000000000000000e+01,-4.371699336092920873e+01
5.539999999999988489e+00,1.000000000000000000e+02,-4.371699464223539167e+01
5.539999999999988489e+00,1.050000000000000000e+02,-4.371699594146942047e+01
5.539999999999988489e+00,1.100000000000000000e+02,-4.371699595375514491e+01
5.539999999999988489e+00,1.150000000000000000e+02,-4.371699155180228757e+01
5.539999999999988489e+00,1.200000000000000000e+02,-4.371697535531951218e+01
5.539999999999988489e+00,1.250000000000000000e+02,-4.371692827870155185e+01
5.549999999999988276e+00,0.000000000000000000e+00,-4.371699278460832261e+01
5.549999999999988276e+00,5.000000000000000000e+00,-4.371699278423717772e+01
5.549999999999988276e+00,1.000000000000000000e+01,-4.371699278326161675e+01
5.549999999999988276e+00,1.500000000000000000e+01,-4.371699278209888462e+01
5.549999999999988276e+00,2.000000000000000000e+01,-4.371699278140658862e+01
5.549999999999988276e+00,2.500000000000000000e+01,-4.371699278203000461e+01
5.549999999999988276e+00,3.000000000000000000e+01,-4.371699278490812901e+01
5.549999999999988276e+00,3.500000000000000000e+01,-4.371699279095464874e+01
5.549999999999988276e+00,4.000000000000000000e+01,-4.371699280087946704e+01
5.549999999999988276e+00,4.500000000000000000e+01,-4.371699281501775403e+01
5.549999999999988276e+00,5.000000000000000000e+01,-4.371699283313212447e+01
5.549999999999988276e+00,5.500000000000000000e+01,-4.371699285436829996e+01
5.549999999999988276e+00,6.000000000000000000e+01,-4.371699287752247898e+01
5.549999999999988276e+00,6.500000000000000000e+01,-4.371699290218596445e+01
5.549999999999988276e+00,7.000000000000000000e+01,-4.371699293174546597e+01
5.549999999999988276e+00,7.500000000000000000e+01,-4.371699297982688392e+01
5.549999999999988276e+00,8.000000000000000000e+01,-4.371699308190587629e+01
5.549999999999988276e+00,8.500000000000000000e+01,-4.371699331110352205e+01
5.549999999999988276e+00,9.000000000000000000e+01,-4.371699378746363607e+01
5.549999999999988276e+00,9.500000000000000000e+01,-4.371699464877036689e+01
5.549999999999988276e+00,1.000000000000000000e+02,-4.371699592335594531e+01
5.549999999999988276e+00,1.050000000000000000e+02,-4.371699723766691648e+01
5.549999999999988276e+00,1.100000000000000000e+02,-4.371699731357136898e+01
5.549999999999988276e+00,1.150000000000000000e+02,-4.371699307207457252e+01
5.549999999999988276e+00,1.200000000000000000e+02,-4.371697725303241100e+01
5.549999999999988276e+00,1.250000000000000000e+02,-4.371693108830896080e+01
5.559999999999988063e+00,0.000000000000000000e+00,-4.371699407769074242e+01
5.559999999999988063e+00,5.000000000000000000e+00,-4.371699407732585740e+01
5.559999999999988063e+00,1.000000000000000000e+01,-4.371699407636079115e+01
5.559999999999988063e+00,1.500000000000000000e+01,-4.371699407521069247e+01
5.559999999999988063e+00,2.000000000000000000e+01,-4.371699407451744435e+01
5.559999999999988063e+00,2.500000000000000000e+01,-4.371699407510993751e+01
5.559999999999988063e+00,3.000000000000000000e+01,-4.371699407791469127e+01
5.559999999999988063e+00,3.500000000000000000e+01,-4.371699408382652052e+01
5.559999999999988063e+00,4.000000000000000000e+01,-4.371699409354809518e+01
5.559999999999988063e+00,4.500000000000000000e+01,-4.371699410741371139e+01
5.559999999999988063e+00,5.000000000000000000e+01,-4.371699412519951977e+01
5.559999999999988063e+00,5.500000000000000000e+01,-4.371699414607105183e+01
5.559999999999988063e+00,6.000000000000000000e+01,-4.371699416883411971e+01
5.559999999999988063e+00,6.500000000000000000e+01,-4.371699419303184442e+01
5.559999999999988063e+00,7.000000000000000000e+01,-4.371699422183920802e+01
5.559999999999988063e+00,7.500000000000000000e+01,-4.371699426837734848e+01
5.559999999999988063e+00,8.000000000000000000e+01,-4.371699436718398601e+01
5.559999999999988063e+00,8.500000000000000000e+01,-4.371699459010491751e+01
5.559999999999988063e+00,9.000000000000000000e+01,-4.371699505634980198e+01
5.559999999999988063e+00,9.500000000000000000e+01,-4.371699590537811275e+01
5.559999999999988063e+00,1.000000000000000000e+02,-4.371699717292730014e+01
5.559999999999988063e+00,1.050000000000000000e+02,-4.371699850150282174e+01
5.559999999999988063e+00,1.100000000000000000e+02,-4.371699863953941190e+01
5.559999999999988063e+00,1.150000000000000000e+02,-4.371699455560730030e+01
5.559999999999988063e+00,1.200000000000000000e+02,-4.371697910724680014e+01
5.559999999999988063e+00,1.250000000000000000e+02,-4.371693383845851599e+01
5.569999999999987850e+00,0.000000000000000000e+00,-4.371699533972970642e+01
5.569999999999987850e+00,5.000000000000000000e+00,-4.371699533936811122e+01
5.569999999999987850e+00,1.000000000000000000e+01,-4.371699533841819374e+01
5.569999999999987850e+00,1.500000000000000000e+01,-4.371699533727773712e+01
5.569999999999987850e+00,2.000000000000000000e+01,-4.371699533658347292e+01
5.569999999999987850e+00,2.500000000000000000e+01,-4.371699533715062813e+01
5.569999999999987850e+00,3.000000000000000000e+01,-4.371699533988102360e+01
5.569999999999987850e+00,3.500000000000000000e+01,-4.371699534566167245e+01
5.569999999999987850e+00,4.000000000000000000e+01,-4.371699535518199298e+01
5.569999999999987850e+00,4.500000000000000000e+01,-4.371699536877561343e+01
5.569999999999987850e+00,5.000000000000000000e+01,-4.371699538623619929e+01
5.569999999999987850e+00,5.500000000000000000e+01,-4.371699540674369189e+01
5.569999999999987850e+00,6.000000000000000000e+01,-4.371699542911892422e+01
5.569999999999987850e+00,6.500000000000000000e+01,-4.371699545285431299e+01
5.569999999999987850e+00,7.000000000000000000e+01,-4.371699548093322107e+01
5.569999999999987850e+00,7.500000000000000000e+01,-4.371699552598539640e+01
5.569999999999987850e+00,8.000000000000000000e+01,-4.371699562161635555e+01
5.569999999999987850e+00,8.500000000000000000e+01,-4.371699583839806280e+01
5.569999999999987850e+00,9.000000000000000000e+01,-4.371699629466603199e+01
5.569999999999987850e+00,9.500000000000000000e+01,-4.371699713142946564e+01
5.569999999999987850e+00,1.000000000000000000e+02,-4.371699839163761681e+01
